[Command: python -u '/Users/litchein/Documents/Python codes/nestedgenes_chr_half.py']
21ur-1086,Y57G11C.218 is nested in Y57G11C.32
21ur-5054,Y73F8A.163 is nested in Y73F8A.5
21ur-8065,Y105C5A.897 is nested in Y105C5A.15
21ur-10963,Y64G10A.228 is nested in Y64G10A.7
21ur-11403,C01B10.23 is nested in C01B10.4
21ur-6477,H04M03.65 is nested in srv-20,H04M03.7
21ur-1102,Y57G11C.161 is nested in Y57G11C.42
21ur-9348,C06E7.60 is nested in C06E7.95
21ur-9089,Y45F10D.129 is nested in Y45F10D.14
21ur-4957,Y64G10A.160 is nested in Y64G10A.6
21ur-13194,Y73B6BR.32 is nested in pqn-89,Y73B6BR.1
21ur-15591,K09B11.17 is nested in pik-1,K09B11.1
21ur-10134,Y105C5A.1113 is nested in Y105C5A.9
21ur-1723,Y57G11C.66 is nested in Y57G11C.42
21ur-14292,Y17G9A.50 is nested in tat-2,H06H21.10
Y51H4A.t2 is nested in Y51H4A.8
21ur-12718,C01B10.16 is nested in C01B10.10
21ur-14754,H25K10.83 is nested in srv-11,H25K10.3
21ur-7282,Y64G10A.309 is nested in Y64G10A.7
C23H5.13 is nested in grl-20,C23H5.9
21ur-4168,Y64G10A.99 is nested in Y64G10A.7
21ur-9300,B0478.17 is nested in npr-12,T22D1.12
21ur-8330,C01B10.29 is nested in C01B10.10
21ur-15530,C11D2.60 is nested in unc-77,C11D2.6
21ur-112,Y105C5A.323 is nested in Y105C5A.15
21ur-2956,F38C2.21 is nested in hlh-31,F38C2.8
R05G6.18 is nested in plc-4,R05G6.8
21ur-2916,Y57G11C.498 is nested in lgc-7,Y57G11C.2
21ur-11091,Y57G11C.1084 is nested in Y57G11C.30
21ur-12219,C53D6.13 is nested in C53D6.5
21ur-11748,Y51H4A.873 is nested in Y51H4A.19
21ur-15121,C02F4.7 is nested in C02F4.4
21ur-4077,Y41E3.133 is nested in Y41E3.461
21ur-14158,H35B03.16 is nested in H35B03.1
21ur-8753,H35B03.11 is nested in H35B03.1
21ur-5205,H35B03.5 is nested in H35B03.1
H35B03.23 is nested in H35B03.1
21ur-1015,H35B03.6 is nested in H35B03.1
21ur-8526,H35B03.21 is nested in H35B03.1
21ur-9805,H35B03.10 is nested in H35B03.1
21ur-7410,Y57G11C.960 is nested in Y57G11C.32
21ur-9383,Y41E3.227 is nested in srt-47,Y41E3.12
21ur-14214,H08M01.56 is nested in rga-5,H08M01.2
21ur-1148,H08M01.52 is nested in rga-5,H08M01.2
21ur-268,H08M01.22 is nested in rga-5,H08M01.2
21ur-5901,H08M01.115 is nested in rga-5,H08M01.2
21ur-1112,H08M01.21 is nested in rga-5,H08M01.2
21ur-1869,H08M01.29 is nested in rga-5,H08M01.2
21ur-464,H08M01.28 is nested in rga-5,H08M01.2
H08M01.1 is nested in rga-5,H08M01.2
21ur-11813,H08M01.118 is nested in rga-5,H08M01.2
21ur-5692,H08M01.70 is nested in rga-5,H08M01.2
21ur-4877,H08M01.40 is nested in rga-5,H08M01.2
21ur-7789,H08M01.111 is nested in rga-5,H08M01.2
21ur-1433,H08M01.9 is nested in rga-5,H08M01.2
21ur-13822,H08M01.114 is nested in rga-5,H08M01.2
21ur-3009,H08M01.3 is nested in rga-5,H08M01.2
21ur-3814,H08M01.32 is nested in rga-5,H08M01.2
21ur-2892,H08M01.18 is nested in rga-5,H08M01.2
21ur-4951,H08M01.12 is nested in rga-5,H08M01.2
21ur-10935,H08M01.59 is nested in rga-5,H08M01.2
21ur-4755,H08M01.44 is nested in rga-5,H08M01.2
21ur-5041,H08M01.45 is nested in rga-5,H08M01.2
21ur-4538,H08M01.5 is nested in rga-5,H08M01.2
21ur-1134,H08M01.7 is nested in rga-5,H08M01.2
21ur-8446,H08M01.64 is nested in rga-5,H08M01.2
21ur-3258,H08M01.16 is nested in rga-5,H08M01.2
21ur-3438,H08M01.46 is nested in rga-5,H08M01.2
21ur-15614,H08M01.96 is nested in rga-5,H08M01.2
21ur-529,H08M01.8 is nested in rga-5,H08M01.2
21ur-14122,H08M01.65 is nested in rga-5,H08M01.2
21ur-15403,H08M01.88 is nested in rga-5,H08M01.2
21ur-12809,H08M01.93 is nested in rga-5,H08M01.2
21ur-5854,H08M01.98 is nested in rga-5,H08M01.2
21ur-2471,H08M01.25 is nested in rga-5,H08M01.2
21ur-10387,H08M01.66 is nested in rga-5,H08M01.2
21ur-9913,C46G7.67 is nested in pqn-22,C46G7.4
21ur-1216,Y116A8C.146 is nested in Y116A8C.1
21ur-6505,B0273.108 is nested in unc-5,B0273.4
21ur-14781,W03F8.66 is nested in lam-1,W03F8.5
21ur-13522,Y57G11C.1072 is nested in anoh-2,Y57G11C.37
21ur-6194,Y43D4A.139 is nested in Y43D4A.2
21ur-14659,D2024.13 is nested in gstk-2,D2024.7
21ur-2345,Y64G10A.25 is nested in Y64G10A.6
21ur-5409,Y64G10A.141 is nested in Y64G10A.6
21ur-8461,C01B10.12 is nested in C01B10.6
W03B1.1 is nested in W03B1.3
W03B1.16 is nested in oac-52,W03B1.8
21ur-15672,Y9C9A.37 is nested in Y9C9A.5
21ur-15516,Y9C9A.56 is nested in Y9C9A.5
21ur-12455,F41H10.23 is nested in elo-5,F41H10.7
21ur-2834,Y57G11C.449 is nested in Y57G11C.38
Y105C5A.1278 is nested in pqn-78,Y105C5A.5
Y105C5A.1279 is nested in pqn-78,Y105C5A.5
Y57G11C.t1 is nested in eps-8,Y57G11C.24
21ur-5865,C08F11.60 is nested in sru-21,C08F11.4
F28F9.13 is nested in aat-8,F28F9.4
T25B9.13 is nested in T25B9.6
21ur-11870,Y73F8A.1014 is nested in nhr-5,Y73F8A.21
21ur-8060,Y41E3.256 is nested in Y41E3.461
21ur-7300,C46G7.81 is nested in pqn-22,C46G7.4
21ur-11263,T19E7.13 is nested in T19E7.6
21ur-6379,C02B10.55 is nested in C02B10.3
21ur-12388,B0273.68 is nested in unc-5,B0273.4
21ur-12624,C27H2.66 is nested in Y37A1A.4
21ur-14687,Y116A8C.447 is nested in Y116A8C.199
21ur-11475,Y41E3.388 is nested in Y41E3.461
21ur-6552,Y4C6B.85 is nested in gba-4,Y4C6B.6
21ur-8899,C45E5.24 is nested in nhr-46,C45E5.6
21ur-14005,F26D10.16 is nested in ZK550.6
21ur-11291,Y57G11C.537 is nested in anoh-2,Y57G11C.37
21ur-7900,Y4C6A.63 is nested in mgl-3,Y4C6A.2
21ur-1260,Y41E3.105 is nested in srt-50,Y41E3.17
21ur-6118,Y4C6A.27 is nested in mgl-3,Y4C6A.2
21ur-2823,Y64G10A.145 is nested in Y64G10A.7
21ur-2189,W03F8.12 is nested in lam-1,W03F8.5
21ur-2798,W03F8.25 is nested in lam-1,W03F8.5
21ur-8656,W03F8.47 is nested in lam-1,W03F8.5
21ur-12694,W03F8.41 is nested in lam-1,W03F8.5
21ur-10526,W03F8.43 is nested in lam-1,W03F8.5
21ur-8128,W03F8.45 is nested in lam-1,W03F8.5
21ur-3211,W03F8.23 is nested in lam-1,W03F8.5
21ur-11795,W03F8.36 is nested in lam-1,W03F8.5
21ur-9967,W03F8.53 is nested in lam-1,W03F8.5
21ur-9344,W03F8.37 is nested in lam-1,W03F8.5
21ur-10684,W03F8.39 is nested in lam-1,W03F8.5
21ur-11876,W03F8.58 is nested in lam-1,W03F8.5
21ur-3780,C46G7.14 is nested in pqn-22,C46G7.4
21ur-1578,Y64G10A.116 is nested in Y64G10A.7
21ur-2258,B0273.25 is nested in unc-5,B0273.4
21ur-6062,Y10G11A.75 is nested in Y10G11A.92
21ur-14541,R05A10.111 is nested in R05A10.1
21ur-7701,Y57G11C.767 is nested in Y57G11C.30
21ur-10453,C52D10.58 is nested in C52D10.131
21ur-9738,Y73F8A.1156 is nested in Y73F8A.5
21ur-851,Y45F10B.27 is nested in Y45F10B.17
21ur-12260,Y9C9A.38 is nested in Y9C9A.13
21ur-5831,Y57G11C.951 is nested in Y57G11C.38
21ur-7973,Y57G11C.828 is nested in Y57G11C.38
21ur-3311,Y57G11C.175 is nested in Y57G11C.38
21ur-10144,Y57G11C.1029 is nested in Y57G11C.38
21ur-8694,Y57G11C.1018 is nested in Y57G11C.38
21ur-2209,Y57G11C.423 is nested in Y57G11C.38
21ur-8196,Y57G11C.761 is nested in Y57G11C.38
21ur-2395,Y57G11C.156 is nested in Y57G11C.38
21ur-5255,Y57G11C.417 is nested in Y57G11C.38
21ur-11494,Y57G11C.1004 is nested in Y57G11C.38
21ur-8903,Y57G11C.892 is nested in Y57G11C.38
smy-11,Y57G11C.55 is nested in Y57G11C.38
21ur-9325,Y57G11C.984 is nested in Y57G11C.38
21ur-7109,Y57G11C.696 is nested in Y57G11C.38
21ur-6581,Y57G11C.601 is nested in Y57G11C.38
21ur-3612,Y57G11C.153 is nested in Y57G11C.38
21ur-10216,Y57G11C.930 is nested in Y57G11C.38
smy-12,Y57G11C.53 is nested in Y57G11C.38
21ur-458,Y57G11C.231 is nested in Y57G11C.38
21ur-3237,Y57G11C.140 is nested in Y57G11C.39
21ur-2858,Y57G11C.388 is nested in Y57G11C.39
21ur-6285,Y57G11C.541 is nested in Y57G11C.39
21ur-3886,Y57G11C.440 is nested in Y57G11C.39
21ur-2424,Y57G11C.86 is nested in Y57G11C.39
21ur-8423,Y57G11C.1127 is nested in Y57G11C.39
21ur-8583,Y57G11C.651 is nested in Y57G11C.32
21ur-2107,Y57G11C.454 is nested in Y57G11C.32
21ur-7299,Y57G11C.913 is nested in Y57G11C.32
21ur-2882,Y57G11C.138 is nested in Y57G11C.32
21ur-2317,Y57G11C.387 is nested in Y57G11C.32
21ur-1435,Y57G11C.370 is nested in Y57G11C.32
21ur-9092,Y57G11C.932 is nested in Y57G11C.32
21ur-8776,Y57G11C.668 is nested in Y57G11C.32
21ur-6980,Y57G11C.538 is nested in Y57G11C.32
21ur-9933,Y57G11C.955 is nested in Y57G11C.32
21ur-553,Y57G11C.67 is nested in Y57G11C.32
21ur-351,Y57G11C.120 is nested in Y57G11C.32
21ur-10545,Y57G11C.646 is nested in Y57G11C.32
21ur-11526,Y57G11C.624 is nested in Y57G11C.32
21ur-1604,Y57G11C.472 is nested in Y57G11C.32
21ur-9022,Y57G11C.1068 is nested in Y57G11C.32
21ur-15094,Y57G11C.790 is nested in Y57G11C.32
21ur-14026,Y57G11C.662 is nested in Y57G11C.32
21ur-11481,Y57G11C.685 is nested in Y57G11C.32
21ur-2594,Y57G11C.85 is nested in Y57G11C.32
21ur-9812,Y57G11C.593 is nested in Y57G11C.32
21ur-15473,Y57G11C.534 is nested in Y57G11C.32
21ur-8943,Y57G11C.732 is nested in Y57G11C.32
21ur-14620,Y57G11C.785 is nested in Y57G11C.32
21ur-7171,Y57G11C.763 is nested in Y57G11C.32
21ur-6610,Y57G11C.780 is nested in Y57G11C.32
21ur-8130,Y57G11C.938 is nested in Y57G11C.32
21ur-14283,Y57G11C.543 is nested in Y57G11C.32
21ur-3085,Y57G11C.293 is nested in Y57G11C.32
21ur-6418,Y57G11C.996 is nested in Y57G11C.32
21ur-928,Y57G11C.200 is nested in Y57G11C.32
21ur-6266,C06E4.12 is nested in C06E4.2
21ur-3769,AC7.10 is nested in tkr-3,AC7.1
21ur-3465,C11D2.20 is nested in unc-77,C11D2.6
21ur-3720,C27H2.40 is nested in Y37A1A.4
21ur-14779,C49C8.7 is nested in C49C8.5
21ur-11186,H04M03.62 is nested in srv-23,H04M03.10
21ur-14368,H04M03.29 is nested in srv-23,H04M03.10
21ur-5976,H04M03.52 is nested in srv-23,H04M03.10
21ur-9026,Y105C5A.750 is nested in Y105C5A.15
21ur-3506,Y64G10A.129 is nested in srab-24,Y64G10A.8
21ur-9876,Y64G10A.289 is nested in srab-24,Y64G10A.8
21ur-5310,Y64G10A.146 is nested in srab-24,Y64G10A.8
21ur-3461,Y64G10A.163 is nested in srab-24,Y64G10A.8
21ur-3484,Y64G10A.114 is nested in srab-24,Y64G10A.8
21ur-6537,Y41E3.452 is nested in srt-50,Y41E3.17
21ur-14338,T23G4.53 is nested in T23G4.127
21ur-2873,Y73F8A.228 is nested in Y73F8A.4
21ur-8757,Y105C5A.874 is nested in Y105C5A.15
21ur-4121,Y73F8A.46 is nested in Y73F8A.5
21ur-1383,F26D10.14 is nested in ZK550.6
21ur-5589,C39H7.64 is nested in srd-12,C39H7.6
21ur-3024,Y51H4A.374 is nested in sta-1,Y51H4A.17
21ur-11618,C06A12.13 is nested in npr-26,T02D1.6
21ur-13661,C06A12.11 is nested in npr-26,T02D1.6
21ur-8692,Y73F8A.613 is nested in nhr-5,Y73F8A.21
21ur-14358,Y43C5A.9 is nested in Y43C5A.4
21ur-15543,Y57G11C.544 is nested in Y57G11C.1133
21ur-6043,F38C2.60 is nested in hlh-17,F38C2.2
21ur-8966,T27E7.73 is nested in T27E7.10
21ur-5221,C06E7.39 is nested in C06E7.4
21ur-4602,Y40H7A.114 is nested in Y40H7A.9
21ur-12040,H16O14.38 is nested in kcc-2,H16O14.1
21ur-13901,AC7.72 is nested in tkr-3,AC7.1
linc-86,Y116A8B.99 is nested in Y116A8B.98
21ur-7728,Y116A8B.69 is nested in Y116A8B.98
21ur-9684,ZK616.37 is nested in spp-7,ZK616.9
21ur-9761,ZK616.42 is nested in spp-7,ZK616.9
21ur-15644,ZK616.51 is nested in spp-7,ZK616.9
21ur-4141,ZK616.19 is nested in spp-7,ZK616.9
21ur-14595,R13H7.5 is nested in R13H7.2
21ur-9951,C05B10.5 is nested in R13H7.2
R13H7.19 is nested in R13H7.2
21ur-10985,R13H7.10 is nested in R13H7.2
21ur-9506,C05B10.8 is nested in R13H7.2
21ur-15140,R13H7.13 is nested in R13H7.2
21ur-7565,C05B10.12 is nested in R13H7.2
21ur-13300,ZK616.55 is nested in ehn-3,ZK616.10
R13.9 is nested in npax-3,R13.2
21ur-9192,F13G11.80 is nested in irld-4,F13G11.2
21ur-5675,F13G11.97 is nested in irld-4,F13G11.2
21ur-9243,F13G11.62 is nested in irld-4,F13G11.2
21ur-12113,F13G11.58 is nested in irld-4,F13G11.2
21ur-12935,Y57G11C.603 is nested in anoh-2,Y57G11C.37
21ur-9345,Y57G11C.833 is nested in anoh-2,Y57G11C.37
21ur-3722,Y57G11C.300 is nested in anoh-2,Y57G11C.37
21ur-13789,Y57G11C.893 is nested in anoh-2,Y57G11C.37
21ur-8606,Y57G11C.1001 is nested in anoh-2,Y57G11C.37
21ur-868,Y57G11C.164 is nested in anoh-2,Y57G11C.37
21ur-8449,Y57G11C.1110 is nested in anoh-2,Y57G11C.37
21ur-8205,Y57G11C.524 is nested in anoh-2,Y57G11C.37
21ur-13643,Y57G11C.539 is nested in anoh-2,Y57G11C.37
21ur-14865,Y57G11C.679 is nested in anoh-2,Y57G11C.37
21ur-11935,Y57G11C.752 is nested in anoh-2,Y57G11C.37
21ur-435,Y57G11C.308 is nested in anoh-2,Y57G11C.37
21ur-6009,Y57G11C.882 is nested in anoh-2,Y57G11C.37
21ur-2001,Y57G11C.235 is nested in anoh-2,Y57G11C.37
21ur-6909,Y57G11C.901 is nested in anoh-2,Y57G11C.37
21ur-13450,Y57G11C.993 is nested in anoh-2,Y57G11C.37
21ur-10220,Y57G11C.526 is nested in anoh-2,Y57G11C.37
21ur-8880,Y57G11C.639 is nested in anoh-2,Y57G11C.37
21ur-8992,Y57G11C.891 is nested in anoh-2,Y57G11C.37
21ur-15163,Y57G11C.933 is nested in anoh-2,Y57G11C.37
21ur-12733,Y57G11C.556 is nested in anoh-2,Y57G11C.37
21ur-4219,Y57G11C.421 is nested in anoh-2,Y57G11C.37
21ur-7703,Y57G11C.821 is nested in anoh-2,Y57G11C.37
21ur-8813,Y57G11C.1016 is nested in anoh-2,Y57G11C.37
21ur-554,Y57G11C.109 is nested in anoh-2,Y57G11C.37
21ur-3674,Y57G11C.80 is nested in anoh-2,Y57G11C.37
21ur-723,Y57G11C.275 is nested in anoh-2,Y57G11C.37
21ur-819,Y57G11C.352 is nested in anoh-2,Y57G11C.37
21ur-14529,Y57G11C.729 is nested in anoh-2,Y57G11C.37
21ur-722,Y57G11C.322 is nested in anoh-2,Y57G11C.37
21ur-12713,Y57G11C.766 is nested in anoh-2,Y57G11C.37
21ur-9666,Y57G11C.919 is nested in anoh-2,Y57G11C.37
21ur-5343,Y57G11C.132 is nested in anoh-2,Y57G11C.37
21ur-14268,Y57G11C.1088 is nested in anoh-2,Y57G11C.37
21ur-5436,Y57G11C.364 is nested in anoh-2,Y57G11C.37
21ur-2436,Y57G11C.217 is nested in anoh-2,Y57G11C.37
21ur-2654,Y57G11C.396 is nested in anoh-2,Y57G11C.37
21ur-9341,Y57G11C.701 is nested in anoh-2,Y57G11C.37
21ur-3155,C11D2.41 is nested in unc-77,C11D2.6
21ur-2314,Y64G10A.147 is nested in Y64G10A.1
21ur-13931,Y45F10B.49 is nested in Y45F10B.13
Y64G10A.355 is nested in Y64G10A.7
21ur-2549,Y73F8A.293 is nested in Y73F8A.5
21ur-8494,Y57G11C.999 is nested in eps-8,Y57G11C.24
21ur-9923,Y105C5A.1120 is nested in Y105C5A.17
F47C12.8 is nested in clec-78,F47C12.2
21ur-11267,H06H21.18 is nested in tat-2,H06H21.10
21ur-12822,Y57G11C.846 is nested in lgc-7,Y57G11C.2
21ur-6788,R05A10.77 is nested in R05A10.5
21ur-13274,M18.10 is nested in M18.6
21ur-14751,H16O14.23 is nested in kcc-2,H16O14.1
21ur-2713,C52D10.31 is nested in flp-17,C52D10.11
21ur-2158,Y4C6B.14 is nested in Y4C6B.4
21ur-10215,K08B4.19 is nested in ugt-19,K08B4.3
21ur-3469,Y67A10A.84 is nested in ssu-2,Y67A10A.6
21ur-10723,Y57G11C.695 is nested in eps-8,Y57G11C.24
21ur-12360,Y105C5A.748 is nested in Y105C5A.17
21ur-4848,Y105C5A.195 is nested in Y105C5A.15
21ur-2199,C06E7.25 is nested in egal-1,C10G6.1
21ur-13627,T28H11.26 is nested in srm-1,T28H11.2
21ur-12147,T28H11.19 is nested in srm-1,T28H11.2
21ur-6512,C39H7.50 is nested in srd-12,C39H7.6
21ur-8295,C39H7.43 is nested in srd-12,C39H7.6
21ur-11664,C39H7.38 is nested in srd-12,C39H7.6
21ur-9007,Y116A8C.333 is nested in Y116A8C.467
21ur-8547,T13A10.48 is nested in srv-31,T13A10.9
21ur-555,C11D2.37 is nested in unc-77,C11D2.6
21ur-8668,Y116A8C.382 is nested in Y116A8C.1
21ur-12064,Y64G10A.333 is nested in Y64G10A.7
tag-244,C34H4.3 is nested in C34H4.5
D2024.10 is nested in D2024.18
21ur-14798,Y64G10A.235 is nested in Y64G10A.6
D2024.16 is nested in col-114,D2024.8
Y37E11C.3 is nested in unc-33,Y37E11C.1
21ur-12775,C46G7.45 is nested in pqn-22,C46G7.4
21ur-6929,C46G7.36 is nested in pqn-22,C46G7.4
21ur-4584,C46G7.27 is nested in pqn-22,C46G7.4
21ur-12246,C46G7.48 is nested in pqn-22,C46G7.4
21ur-3983,C46G7.31 is nested in pqn-22,C46G7.4
21ur-2946,C46G7.34 is nested in pqn-22,C46G7.4
21ur-13546,C46G7.100 is nested in pqn-22,C46G7.4
21ur-5650,C46G7.50 is nested in pqn-22,C46G7.4
21ur-15298,C46G7.51 is nested in pqn-22,C46G7.4
21ur-6849,C46G7.70 is nested in pqn-22,C46G7.4
21ur-6798,C46G7.58 is nested in pqn-22,C46G7.4
21ur-9014,C46G7.106 is nested in pqn-22,C46G7.4
21ur-12699,C46G7.76 is nested in pqn-22,C46G7.4
21ur-2567,C46G7.15 is nested in pqn-22,C46G7.4
21ur-6598,C46G7.72 is nested in pqn-22,C46G7.4
21ur-6093,K08B4.31 is nested in ugt-19,K08B4.3
21ur-10647,K08B4.16 is nested in ugt-19,K08B4.3
21ur-485,T27E7.37 is nested in pals-29,T27E7.6
21ur-1794,T27E7.33 is nested in pals-29,T27E7.6
21ur-10394,T27E7.71 is nested in pals-29,T27E7.6
21ur-6342,T27E7.69 is nested in pals-29,T27E7.6
21ur-7510,Y57G11C.607 is nested in Y57G11C.23
21ur-11107,Y73F8A.989 is nested in Y73F8A.5
21ur-4378,Y41E3.127 is nested in srt-50,Y41E3.17
R08C7.19 is nested in R08C7.17
C35B1.10 is nested in C35B1.7
R08C7.11 is nested in R08C7.12
mir-243,R08C7.14 is nested in R08C7.12
R08C7.17 is nested in chat-1,R08C7.2
21ur-12687,Y73B6BL.194 is nested in Y73B6BL.31
21ur-10286,AC7.43 is nested in tkr-3,AC7.1
21ur-15052,H16O14.34 is nested in kcc-2,H16O14.1
21ur-1928,Y73B6BL.77 is nested in Y73B6BL.31
21ur-11647,Y4C6A.59 is nested in mgl-3,Y4C6A.2
21ur-15344,AC7.51 is nested in soc-2,AC7.2
21ur-8416,Y64G10A.269 is nested in Y64G10A.6
C24D10.5 is nested in soc-2,AC7.2
C02B10.72 is nested in C02B10.3
21ur-15118,T13A10.36 is nested in srv-31,T13A10.9
21ur-4405,F38C2.36 is nested in hlh-31,F38C2.8
21ur-11754,F38C2.50 is nested in hlh-31,F38C2.8
21ur-13263,F38C2.79 is nested in hlh-31,F38C2.8
21ur-5157,F38C2.43 is nested in hlh-31,F38C2.8
21ur-11890,Y37A1B.246 is nested in Y37A1B.5
21ur-10676,Y73F8A.841 is nested in ccg-1,Y73F8A.6
21ur-7822,C49A9.16 is nested in C49A9.5
21ur-9363,Y40H7A.197 is nested in sra-30,Y40H7A.6
21ur-5986,M03D4.62 is nested in H10D12.2
21ur-12682,C49A9.32 is nested in C49A9.3
21ur-10130,C49A9.17 is nested in C49A9.2
21ur-7234,C49A9.33 is nested in C49A9.9
21ur-12634,T07G12.18 is nested in T07G12.3
21ur-350,Y105C5A.116 is nested in Y105C5A.15
21ur-9566,Y37A1A.114 is nested in Y37A1A.3
T11B7.5 is nested in alp-1,T11B7.4
21ur-5892,B0273.42 is nested in unc-5,B0273.4
21ur-3104,Y57G11C.346 is nested in eps-8,Y57G11C.24
21ur-14588,Y51H4A.521 is nested in Y51H4A.7
21ur-2080,Y105C5A.56 is nested in Y105C5A.15
21ur-154,Y41E3.96 is nested in srt-47,Y41E3.12
21ur-9232,Y17G9A.77 is nested in tat-2,H06H21.10
21ur-5166,Y105C5B.181 is nested in srv-14,Y105C5B.4
21ur-4852,Y73F8A.122 is nested in Y73F8A.5
21ur-10627,T27E7.42 is nested in T27E7.4
21ur-13685,Y73F8A.907 is nested in Y73F8A.5
21ur-6831,Y105C5A.640 is nested in Y105C5A.15
21ur-13556,C01B10.41 is nested in C01B10.6
21ur-15172,Y67A10A.268 is nested in ssu-2,Y67A10A.6
21ur-9877,Y116A8B.45 is nested in Y116A8B.4
21ur-11254,Y116A8B.75 is nested in Y116A8B.4
21ur-15701,Y57G11C.508 is nested in eps-8,Y57G11C.24
21ur-1410,B0273.23 is nested in unc-5,B0273.4
21ur-1007,C08F11.50 is nested in C08F11.14
21ur-7023,T05A1.13 is nested in lron-14,T05A1.3
21ur-12134,B0547.8 is nested in srd-8,B0547.4
21ur-3725,C45E5.18 is nested in C45E5.1
21ur-11197,C45E5.39 is nested in C45E5.1
21ur-2984,C45E5.11 is nested in C45E5.1
21ur-4132,C45E5.13 is nested in C45E5.4
21ur-6210,C45E5.25 is nested in C45E5.4
21ur-9953,C45E5.27 is nested in C45E5.4
21ur-11351,C45E5.38 is nested in C45E5.4
B0496.19 is nested in unc-82,B0496.3
B0496.11 is nested in unc-82,B0496.3
B0496.12 is nested in unc-82,B0496.3
21ur-9250,C35D6.76 is nested in srh-224,C35D6.8
21ur-8588,Y116A8C.348 is nested in Y116A8C.40
21ur-1863,Y57G11C.462 is nested in Y57G11C.42
21ur-9153,AC7.73 is nested in tkr-3,AC7.1
K04D7.15 is nested in ptp-4,K04D7.4
K04D7.14 is nested in ptp-4,K04D7.4
K04D7.16 is nested in ptp-4,K04D7.4
K04D7.11 is nested in ptp-4,K04D7.4
K04D7.13 is nested in ptp-4,K04D7.4
K04D7.12 is nested in ptp-4,K04D7.4
21ur-2153,Y67A10A.44 is nested in Y67A10A.11
21ur-13117,AC7.68 is nested in tkr-3,AC7.1
21ur-1156,B0273.36 is nested in unc-5,B0273.4
21ur-8684,Y37A1B.230 is nested in Y37A1B.5
21ur-8670,Y105C5A.885 is nested in Y105C5A.15
21ur-8802,T23G4.101 is nested in T23G4.127
21ur-7895,Y57G11B.155 is nested in Y57G11B.97
21ur-1155,Y57G11B.87 is nested in Y57G11B.97
21ur-8664,Y57G11B.220 is nested in Y57G11B.97
21ur-1805,Y57G11B.75 is nested in Y57G11B.97
21ur-7311,Y57G11B.112 is nested in Y57G11B.97
21ur-1943,Y57G11B.40 is nested in Y57G11B.97
21ur-12116,Y9C9A.62 is nested in str-159,Y9C9A.18
21ur-3981,Y57G11C.174 is nested in lgc-7,Y57G11C.2
21ur-5256,Y9C9A.36 is nested in str-164,Y9C9A.2
ZK897.8 is nested in unc-31,ZK897.1
21ur-745,Y37A1B.39 is nested in Y37A1B.5
21ur-8882,ZK381.20 is nested in prkl-1,ZK381.5
21ur-3529,Y116A8C.181 is nested in Y116A8C.199
21ur-6563,Y105C5A.981 is nested in Y105C5A.15
21ur-5266,C27H2.11 is nested in Y37A1A.4
21ur-4636,Y45F10D.52 is nested in Y45F10D.14
21ur-13133,C08F11.83 is nested in C08F11.14
21ur-10211,Y41E3.357 is nested in srt-49,Y41E3.14
21ur-7442,Y41E3.363 is nested in srt-49,Y41E3.14
21ur-11304,Y41E3.267 is nested in srt-49,Y41E3.14
21ur-15553,Y41E3.218 is nested in srt-49,Y41E3.14
21ur-683,Y41E3.146 is nested in srt-49,Y41E3.14
21ur-8408,Y41E3.338 is nested in srt-49,Y41E3.14
21ur-4593,Y41E3.90 is nested in srt-49,Y41E3.14
21ur-6880,Y41E3.313 is nested in srt-49,Y41E3.14
21ur-8853,Y41E3.448 is nested in srt-49,Y41E3.14
21ur-10221,Y41E3.411 is nested in srt-49,Y41E3.14
21ur-124,Y41E3.87 is nested in srt-49,Y41E3.14
21ur-13944,Y41E3.427 is nested in srt-49,Y41E3.14
21ur-15331,Y41E3.379 is nested in srt-49,Y41E3.14
21ur-10473,Y41E3.425 is nested in srt-49,Y41E3.14
21ur-5897,Y41E3.404 is nested in srt-49,Y41E3.14
21ur-12881,C46G7.63 is nested in kcc-2,H16O14.1
21ur-525,B0273.19 is nested in unc-5,B0273.4
21ur-12502,H32C10.39 is nested in dhhc-13,H32C10.3
21ur-4325,Y57G11C.169 is nested in lgc-7,Y57G11C.2
21ur-10390,Y73B6BL.181 is nested in srv-27,Y73B6BL.41
21ur-5138,F13G11.18 is nested in dmd-6,F13G11.1
21ur-9380,F13G11.116 is nested in dmd-6,F13G11.1
F13G11.144 is nested in dmd-6,F13G11.1
21ur-14927,F13G11.56 is nested in dmd-6,F13G11.1
21ur-2179,C46G7.7 is nested in kcc-2,H16O14.1
21ur-9837,Y51H4A.586 is nested in Y51H4A.18
Y17G9A.88 is nested in tat-2,H06H21.10
21ur-2262,C11D2.21 is nested in unc-77,C11D2.6
21ur-12193,Y73B6BL.107 is nested in Y73B6BL.36
21ur-13414,Y4C6A.39 is nested in mgl-3,Y4C6A.2
21ur-3317,Y51H4A.175 is nested in sta-1,Y51H4A.17
21ur-696,Y105C5A.384 is nested in Y105C5A.15
21ur-13999,F32B6.12 is nested in mccc-1,F32B6.2
21ur-6395,Y41E3.274 is nested in srt-47,Y41E3.12
21ur-6795,Y64G10A.344 is nested in Y64G10A.7
21ur-7593,Y37A1A.87 is nested in Y37A1A.3
21ur-2614,Y64G10A.51 is nested in Y64G10A.2
21ur-11583,Y64G10A.189 is nested in Y64G10A.6
C07G1.12 is nested in wsp-1,C07G1.4
